Word,Meaning,Audio
permit,"(n): giấy phép, sự cho phép; /pə'mit/ (v): cho phép, chấp nhận;",PERMIT_1380530514437.mp3
pertinent,"liên quan trực tiếp, thích hợp;",PERTINENT_1380530514437.mp3
procedure,"thủ tục, các bước tiến hành (cho đến khi hoàn thành côngviệc);",PROCEDURE_1380530514437.mp3
result,"kết quả, đáp số;",RESULT_1380530514437.mp3
statement,"(sự/bài/lời) phát biểu, tuyên bố; bản báo cáo (chi tiêu, tàikhoản NH);",STATEMENT_1380530514437.mp3
surgery,"ca mổ, phẫu thuật.",SURGERY_1380530514437.mp3
usually,"thông thường, thường lệ",speech_20180211090521861.mp3
consult,"tham khảo, hỏi ý kiến; (+with) hội ý với ai, bàn bạc với ai;",CONSULT_1380530514437.mp3
control,"kiểm tra, kiểm soát; điều khiển, chỉ huy;",CONTROL_1380530514437.mp3
convenient,"thuận lợi, thuận tiện; ở gần, dễ đi đến;",CONVENIENT_1380530514437.mp3
detect,"dò ra, tìm ra, phát hiện ra (discover); nhận ra, nhận thấy (identify);",DETECT_1380530514437.mp3
factor,"nhân tố, yếu tố;",FACTOR_1380530514437.mp3
interaction,"(sự) tương tác, ảnh hưởng lẫn nhau, tác động qua lại;",INTERACTION_1380530514437.mp3
limit,"(n): giới hạn, hạn định, ranh giới; (v): giới hạn, hạn chế;",LIMIT.mp3
monitor,"giám sát, theo dõi; (n): màn hình vi tính, lớp trưởng;",MONITOR_1380530514437.mp3
potential,"tiềm tàng, tiềm lực, khả năng;",POTENTIAL_1380530514437.mp3
sample,"mẫu, hàng mẫu; (v): lấy mẫu, đưa mẫu; thử;",SAMPLE.mp3
sense,"giác quan, cảm giác, ý thức, tri thức; sự thông minh, khả năng phánđoán;",SENSE_1380530514437.mp3
volunteer,"(v): tình nguyện, xung phong; (n): (người) tình nguyện, xungphong;",VOLUNTEER_1380643440874.mp3
